Sample_Id	Sample_Desc	Processed_Sample	Processed_Sample (With Scientific Name)	Matched_Components	Match_Status(Macro Level)
137_T13	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
137_T14	all-purpose flour	purpose flour	all purpose flour	['flour food product:FOODON_00001056']	Component Match
137_T16	blackberries	blackberry	blackberry	['blackberry (whole, raw):FOODON_03301236']	Full Term Match
137_T17	peaches	peach	peach {prunus persica}	['prunus persica:NCBITAXON_3760']	Full Term Match
137_T18	canned apple pie filling	canned apple pie filling	canned apple {malus domestica} pie filling	['apple (canned):FOODON_03301920', 'apple pie filling:FOODON_03305680']	Component Match
138_T17	rye bread	rye bread	rye {secale cereale} bread	['rye bread food product:FOODON_00002214']	Full Term Match
138_T18	Dijon mustard	dijon mustard	dijon mustard	['mustard (dijon):FOODON_03306361']	Full Term Match
138_T20	reduced-fat swiss cheese	reduced fat swiss cheese	reduced fat swiss cheese	['cheese fat:FOODON_03311032', 'swiss cheese:FOODON_03303659']	Component Match
138_T24	sauerkraut	sauerkraut	sauerkraut	['sauerkraut:FOODON_03301397']	Full Term Match
138_T27	thousand island salad dressing	thousand island salad dressing	thousand island salad dressing	['salad dressing:FOODON_00001290', 'thousand island dressing:FOODON_03304032']	Component Match
138_T28	canola oil	canola oil	canola oil	['canola oil:FOODON_03302578']	Full Term Match
138_T22	turkey	turkey	turkey {meleagris gallopavo}	['turkey:GAZ_00000558']	Full Term Match
139_T7	garlic powder	garlic powder	garlic {allium sativum} powder	['garlic powder:FOODON_03301844']	Full Term Match
139_T9	beer	beer	beer	[]	No Match
139_T13	dry onion soup mix	dry onion soup mixture	dry onion {allium cepa} soup mixture	['mixture:CHEBI_60004', 'onion soup:FOODON_03304821']	Component Match
139_T15	london broi	london broi	london broi	[]	No Match
140_T12	garlic	garlic	garlic {allium sativum}	['allium sativum:NCBITAXON_4682']	Full Term Match
140_T14	sour cream	sour cream	sour cream	['sour cream:FOODON_03302515']	Full Term Match
140_T15	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
140_T16	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
140_T17	vegetable oil	vegetable oil	vegetable oil	['vegetable oil:FOODON_03305263']	Full Term Match
140_T19	garlic	garlic	garlic {allium sativum}	['allium sativum:NCBITAXON_4682']	Full Term Match
140_T22	mushroom	mushroom	mushroom	['mushroom fruitbody (raw):FOODON_03301303']	Full Term Match
140_T26	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
140_T30	spinach	spinach	spinach {spinacia oleracea}	['spinacia oleracea:NCBITAXON_3562']	Full Term Match
140_T33	spinach	spinach	spinach {spinacia oleracea}	['spinacia oleracea:NCBITAXON_3562']	Full Term Match
141_T15	cumin	cumin	cumin	['cuminum cyminum:NCBITAXON_52462']	Full Term Match
141_T16	parsley	parsley	parsley	['petroselinum crispum:NCBITAXON_4043']	Full Term Match
141_T17	olive oil	olive oil	olive oil	['olive oil:FOODON_03301826']	Full Term Match
141_T18	red wine vinegar	red wine vinegar	red wine vinegar	['red wine:FOODON_03310272', 'wine vinegar:FOODON_03301228']	Component Match
141_T19	kosher salt	kosher salt	kosher salt	['salt:CHEBI_24866']	Component Match
141_T22	garlic	garlic	garlic {allium sativum}	['allium sativum:NCBITAXON_4682']	Full Term Match
141_T24	carrots	carrot	carrot {daucus carota}	['daucus carota:NCBITAXON_4039']	Full Term Match
142_T8	thyme leaves	thyme leaves	thyme {thymus vulgaris} leaves	['thymus vulgaris:NCBITAXON_49992']	Component Match
142_T10	parmesan cheese	parmesan cheese	parmesan cheese	['parmesan cheese:FOODON_00003247']	Full Term Match
142_T13	breadsticks	breadstick	breadstick	['breadstick:FOODON_03302485']	Full Term Match
143_T15	sour cream	sour cream	sour cream	['sour cream:FOODON_03302515']	Full Term Match
143_T17	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
143_T20	cheddar cheese	cheddar cheese	cheddar cheese	['cheddar cheese:FOODON_03302458']	Full Term Match
143_T22	cream of chicken soup	cream of chicken soup	cream of chicken {gallus gallus} soup	['cream of chicken soup:FOODON_03305127']	Full Term Match
143_T23	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
143_T24	margarine	margarine	margarine	['margarine:FOODON_03301672']	Full Term Match
143_T26	potatoes	potato	potato {solanum tuberosum}	['solanum tuberosum:NCBITAXON_4113']	Full Term Match
144_T7	Cool Whip	cool whip	cool whip	[]	No Match
144_T9	cream	cream	cream	['cream food product:FOODON_00001216']	Full Term Match
144_T13	graham cracker pie crusts	graham cracker pie crust	graham cracker pie crust	['cracker:FOODON_00002711', 'pie crust:FOODON_03306773']	Component Match
144_T14	graham cracker pie crusts	graham cracker pie crust	graham cracker pie crust	['cracker:FOODON_00002711', 'pie crust:FOODON_03306773']	Component Match
144_T16	strawberry gelatin dessert	strawberry gelatin dessert	strawberry {fragaria x ananassa} gelatin dessert	['fragaria x ananassa:NCBITAXON_3747', 'gelatin dessert:FOODON_03305342']	Component Match
144_T19	gelatin berry blue	gelatin berry blue	gelatin berry blue	['blue:PATO_0000318', 'fruit part:FOODON_03420167', 'gelatin:CHEBI_5291']	Component Match
145_T9	italian salad dressing mix	italian salad dressing mixture	italian salad dressing mixture	['40300 - prepared mixed egg/meat/fish/vegetable salad (efsa foodex2):FOODON_03544030', 'italian dressing:FOODON_03303447', 'mixture:CHEBI_60004']	Component Match
145_T10	beef roast	beef roast	beef roast	['roast beef:FOODON_00002734']	Full Term Match
145_T11	pepperoncini peppers with liquid	pepperoncini pepper with liquid	pepperoncini pepper with liquid	['pepper (liquid):FOODON_03306722']	Component Match
145_T12	brown gravy mix	brown gravy mixture	brown gravy mixture	['brown gravy mix:FOODON_03305336']	Full Term Match
146_T13	broccoli	broccoli	broccoli	['brassica oleracea var. italica:NCBITAXON_36774']	Full Term Match
146_T16	egg whites	egg white	egg white	['albumen:UBERON_0008944']	Full Term Match
146_T18	Parmesan cheese	parmesan cheese	parmesan cheese	['parmesan cheese:FOODON_00003247']	Full Term Match
146_T20	pancake mix fat free	pancake mixture fat free	pancake mixture fat free	['fat:FOODON_00003265', 'mixture:CHEBI_60004', 'pancake:FOODON_03315258']	Component Match
146_T21	garlic powder	garlic powder	garlic {allium sativum} powder	['garlic powder:FOODON_03301844']	Full Term Match
146_T22	italian seasonings	italian seasoning	italian seasoning	['italian:HANCESTRO_0307', 'seasoning:FOODON_03301189']	Component Match
146_T24	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
147_T7	salsa	salsa	salsa	['salsa:FOODON_03310086']	Full Term Match
147_T8	vegetable oil	vegetable oil	vegetable oil	['vegetable oil:FOODON_03305263']	Full Term Match
147_T9	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
147_T11	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
147_T16	ribeye (rib) pork chops	ribeye rib pork chop	ribeye rib pork chop	['pork chop food product:FOODON_00001049', 'rib:UBERON_0002228']	Component Match
148_T4	bacon	bacon	bacon	['bacon food product:FOODON_00001061']	Full Term Match
148_T5	asparagus	asparagus	asparagus	['asparagus:NCBITAXON_4685']	Full Term Match
149_T8	lettuce	lettuce	lettuce	['lettuce head food product:FOODON_00001998']	Full Term Match
149_T13	dill pickle	dill pickle	dill pickle	['dill pickle:FOODON_03306757']	Full Term Match
149_T15	swiss cheese	swiss cheese	swiss cheese	['swiss cheese:FOODON_03303659']	Full Term Match
149_T17	Dijon mustard	dijon mustard	dijon mustard	['mustard (dijon):FOODON_03306361']	Full Term Match
149_T18	whole wheat French bread roll	whole wheat french bread roll	whole wheat {triticum aestivum} french bread roll	['french:HANCESTRO_0363', 'roll or bun:FOODON_00002743', 'whole wheat bread:FOODON_03301119']	Component Match
149_T21	Ham	ham	ham	['ham food product:FOODON_00002502']	Full Term Match
150_T15	dry chili flakes	dry chili flakes	dry chili flakes	['chili pepper (whole):FOODON_00003744']	Component Match
150_T16	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
150_T17	sesame seeds	sesame seed	sesame seed	['sesame seed (whole):FOODON_03310306']	Full Term Match
150_T18	all-purpose flour	purpose flour	all purpose flour	['flour food product:FOODON_00001056']	Component Match
150_T19	mirin	mirin	mirin	[]	No Match
150_T21	soy sauce	soy sauce	soy sauce	['soy sauce:FOODON_03301115']	Full Term Match
150_T24	chicken	chicken	chicken {gallus gallus}	['chicken:FOODON_03411457']	Full Term Match
151_T10	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
151_T11	garlic	garlic	garlic {allium sativum}	['allium sativum:NCBITAXON_4682']	Full Term Match
151_T14	parmesan cheese	parmesan cheese	parmesan cheese	['parmesan cheese:FOODON_00003247']	Full Term Match
151_T15	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
151_T17	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
151_T19	olive oil	olive oil	olive oil	['olive oil:FOODON_03301826']	Full Term Match
151_T21	corn	corn	corn {zea mays subsp. mays}	['zea mays subsp. mays:NCBITAXON_381124']	Full Term Match
152_T15	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
152_T16	rum	rum	rum	['rum:FOODON_03301614']	Full Term Match
152_T17	liquor	liquor	liquor	['alcoholic beverage (distilled):FOODON_00001817']	Full Term Match
152_T18	poppy seed	poppy seed	poppy seed	['poppy seed (whole):FOODON_03000025']	Full Term Match
152_T20	baked beet	baked beet	baked beet {beta vulgaris}	['beta vulgaris:NCBITAXON_161934', 'food (baked):FOODON_00002456']	Component Match
152_T22	sour cream	sour cream	sour cream	['sour cream:FOODON_03302515']	Full Term Match
152_T24	shortbread cookie	shortbread cookie	shortbread cookie	['shortbread cookie:FOODON_03302327']	Full Term Match
152_T26	vanilla wafer	vanilla wafer	vanilla wafer	['vanilla wafer:FOODON_03307348']	Full Term Match
153_T3	meat tenderizer	meat tenderizer	meat tenderizer	['meat tenderizer:FOODON_03301313']	Full Term Match
153_T5	pork steaks	pork steak	pork steak	['pork steak:FOODON_00003148']	Full Term Match
154_T10	feta cheese	feta cheese	feta cheese	['feta cheese:FOODON_03307280']	Full Term Match
154_T11	pesto sauce	pesto sauce	pesto sauce	['pesto sauce:FOODON_03310218']	Full Term Match
154_T13	beef	beef	beef	['19160 - cow, ox or bull fresh meat (efsa foodex2):FOODON_03541916']	Full Term Match
154_T17	egg	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
154_T7	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
154_T18	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
154_T19	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
154_T21	olive oil	olive oil	olive oil	['olive oil:FOODON_03301826']	Full Term Match
155_T14	parmesan cheese	parmesan cheese	parmesan cheese	['parmesan cheese:FOODON_00003247']	Full Term Match
155_T15	cheddar cheese	cheddar cheese	cheddar cheese	['cheddar cheese:FOODON_03302458']	Full Term Match
155_T16	mozzarella cheese	mozzarella cheese	mozzarella cheese	['mozzarella cheese:FOODON_03303578']	Full Term Match
155_T17	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
155_T20	mac 'n' cheese	mac 'n cheese	mac 'n cheese	['cheese food product:FOODON_00001013']	Component Match
155_T21	monterey jack cheese	monterey jack cheese	monterey jack cheese	['monterey jack cheese (pasteurized):FOODON_03302918']	Full Term Match
156_T17	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
156_T18	corn flake cereal	corn flake cereal	corn {zea mays subsp. mays} flake cereal	['cereal food product:FOODON_00001709', 'zea mays subsp. mays:NCBITAXON_381124']	Component Match
156_T19	eggs	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
156_T23	cream cheese	cream cheese	cream cheese	['cream cheese:FOODON_03301889']	Full Term Match
156_T26	sharp Cheddar cheese	sharp cheddar cheese	sharp cheddar cheese	['cheddar cheese (sharp):FOODON_03304590']	Full Term Match
156_T28	mayonnaise	mayonnaise	mayonnaise	['mayonnaise:FOODON_03301440']	Full Term Match
156_T29	jalapeno peppers	jalapeno pepper	jalapeno pepper	['jalapeno pepper (whole):FOODON_00003494']	Full Term Match
157_T13	lard	lard	lard	['lard:FOODON_03302051']	Full Term Match
157_T14	baking powder	baking powder	baking powder	['baking powder:FOODON_03301940']	Full Term Match
157_T15	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
157_T17	masa	masa	masa	['masa:FOODON_00002529']	Full Term Match
157_T21	broth from cooked pork roast	broth from cooked pork roast	broth from cooked pork roast	['broth:FOODON_03309462', 'pork (cooked):FOODON_03311610']	Component Match
157_T22	red chile sauce	red chili sauce	red chili sauce	['chili sauce:FOODON_03304583', 'red:PATO_0000322']	Component Match
157_T24	broth chicken broth	broth chicken	broth chicken {gallus gallus}	['chicken broth:FOODON_03303004']	Full Term Match
158_T20	candy corn	candy corn	candy corn {zea mays subsp. mays}	['candy corn:FOODON_03302541']	Full Term Match
158_T24	cupcakes	cupcake	cupcake	['cupcake:FOODON_03306616']	Full Term Match
158_T27	milk chocolate frosting	milk chocolate frosting	milk chocolate frosting	['icing or frosting (us cfr):FOODON_03400269', 'milk chocolate:FOODON_03302806']	Component Match
158_T29	shortbread cookies	shortbread cookies	shortbread cookies	['02470 - wafers (efsa foodex2):FOODON_03540247']	Component Match
158_T33	decorator's icing	decorator icing	decorator icing	['icing (food product):FOODON_03301932']	Component Match
158_T34	decorator's white icing	decorator white icing	decorator white icing	['icing (food product):FOODON_03301932', 'white:PATO_0000323']	Component Match
158_T35	red fruit leather	red fruit leather	red fruit leather	['fruit:PO_0009001', 'red:PATO_0000322']	Component Match
159_T15	garlic	garlic	garlic {allium sativum}	['allium sativum:NCBITAXON_4682']	Full Term Match
159_T16	vegetables	vegetable	vegetable	['vegetable (whole or parts):FOODON_03315308']	Full Term Match
159_T19	Spread	spread	spread	['food spread:FOODON_00001873']	Full Term Match
159_T21	chicken broth	chicken broth	chicken {gallus gallus} broth	['chicken broth:FOODON_03303004']	Full Term Match
159_T22	wine	wine	wine	[]	No Match
159_T23	penne pasta	penne pasta	penne pasta	['pasta:FOODON_03306347', 'penne:FOODON_00002638']	Component Match
159_T26	basil leaves	basil leaves	basil {ocimum basilicum} leaves	['ocimum basilicum:NCBITAXON_39350']	Component Match
159_T29	Parmesan cheese	parmesan cheese	parmesan cheese	['parmesan cheese:FOODON_00003247']	Full Term Match
160_T13	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
160_T15	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
160_T18	balsamic vinegar	balsamic vinegar	balsamic vinegar	['vinegar:FOODON_03301705']	Component Match
160_T19	rosemary	rosemary	rosemary	['salvia rosmarinus:NCBITAXON_39367']	Full Term Match
160_T20	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
160_T21	olive oil	olive oil	olive oil	['olive oil:FOODON_03301826']	Full Term Match
160_T23	potatoes	potato	potato {solanum tuberosum}	['solanum tuberosum:NCBITAXON_4113']	Full Term Match
161_T10	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
161_T11	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
161_T12	eggs	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
161_T13	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
161_T14	whipping cream	whipping cream	whipping cream	['mammalian light whipping cream (30%-36%):FOODON_03420154']	Full Term Match
162_T8	almond bark	almond bark	almond {prunus dulcis} bark	['almond bark:FOODON_00002666']	Full Term Match
162_T11	marshmallows	marshmallow	marshmallow {althaea officinalis}	['marshmallow:FOODON_03305639']	Full Term Match
162_T13	marshmallows	marshmallow	marshmallow {althaea officinalis}	['marshmallow:FOODON_03305639']	Full Term Match
162_T5	royal icing	royal icing	royal icing	['icing (food product):FOODON_03301932']	Component Match
162_T14	paste food coloring	paste food coloring	paste food coloring	['food (paste):FOODON_00003887']	Component Match
163_T15	orange juice	orange juice	orange juice	['orange juice:FOODON_03301103']	Full Term Match
163_T17	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
163_T22	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
163_T23	baking powder	baking powder	baking powder	['baking powder:FOODON_03301940']	Full Term Match
163_T24	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
163_T25	chocolate chips	chocolate chips	chocolate chips	['38900 - fries (finger chips) (efsa foodex2):FOODON_03543890', 'chocolate:FOODON_03307240']	Component Match
163_T26	all purpose flour	purpose flour	all purpose flour	['flour food product:FOODON_00001056']	Component Match
164_T15	honey ham	honey ham	honey ham	['ham food product:FOODON_00002502', 'honey:UBERON_0036016']	Component Match
164_T16	pulled pork	pulled pork	pulled pork	['pork meat food product:FOODON_00001038']	Component Match
164_T17	swiss cheese	swiss cheese	swiss cheese	['swiss cheese:FOODON_03303659']	Full Term Match
164_T18	mustard	mustard	mustard	['mustard food product:FOODON_00002053']	Full Term Match
164_T20	dill pickles	dill pickle	dill pickle	['dill pickle:FOODON_03306757']	Full Term Match
164_T22	french bread	french bread	french bread	['bread and similar products (eurofir):FOODON_03400817', 'french:HANCESTRO_0363']	Component Match
